Collectionq,Location,Box,Folder,Series,Subseries,Description
Pryce,01-7-36-06-07-0-1,23.0,18.0,Committees,Financial Services Committee,"Financial data security legislation, 2005 and 2007."
Pryce,01-7-36-06-07-0-1,23.0,19.0,Committees,Financial Services Committee,"Financial literacy, 2007."
Pryce,01-7-36-06-07-0-1,23.0,20.0,Committees,Financial Services Committee,"Financial Services Act, H.R. 10, privacy provisions amendments, correspondence concerning, 1999."
Pryce,01-7-36-06-07-0-1,23.0,21.0,Committees,Financial Services Committee,"Financial Services Act, H.R. 10, privacy provisions amendments, printed amendments, 1999."
Pryce,01-7-36-06-07-0-1,23.0,22.0,Committees,Financial Services Committee,"Financial Services Act, H.R. 10, privacy provisions amendments, statements, 1999."
Pryce,01-7-36-06-07-0-1,23.0,23.0,Committees,Financial Services Committee,"Hedge Funds hearing, March 13, 2007."
Pryce,01-7-36-06-07-0-1,23.0,24.0,Committees,Financial Services Committee,"Homelessness, various legislation concerning, 2001-2006."
Pryce,01-7-36-06-07-0-1,23.0,25.0,Committees,Financial Services Committee,"Housing, Section 8 and other issues, 2004-2008."
Pryce,01-7-36-06-07-0-1,23.0,26.0,Committees,Financial Services Committee,"Housing Issues, 1995-1998."
Pryce,01-7-36-06-07-0-1,23.0,27.0,Committees,Financial Services Committee,"Housing and Community Development Act, H.R. 3838, 1994."
Pryce,01-7-36-06-07-0-1,23.0,28.0,Committees,Financial Services Committee,"Housing Assistance Authorization Act, H.R. 4051, 2007."
Pryce,01-7-36-06-07-0-1,23.0,29.0,Committees,Financial Services Committee,"Housing Opportunity and Responsibility Act, H.R. 2, 1997."
Pryce,01-7-36-06-07-0-1,23.0,30.0,Committees,Financial Services Committee,"Immigration legislation, 2006."
Pryce,01-7-36-06-07-0-1,23.0,31.0,Committees,Financial Services Committee,"""Know Your Customer"" regulations, 1998-1999."
Pryce,01-7-36-06-07-0-1,23.0,32.0,Committees,Financial Services Committee,"Mark-to-Market legislation, 2005 and 2007."
Pryce,01-7-36-06-07-0-1,23.0,33.0,Committees,Financial Services Committee,"Mortgage Issues, 1997."
Pryce,01-7-36-06-07-0-1,23.0,34.0,Committees,Financial Services Committee,"National Small Business Week, 2005."
Pryce,01-7-36-06-07-0-1,23.0,35.0,Committees,Financial Services Committee,"Neighborhood Stabilization Act, H.R. 5818, 2008."
Pryce,01-7-36-06-07-0-1,23.0,36.0,Committees,Financial Services Committee,"New York City trip, March 2005."
Pryce,01-7-36-06-07-0-1,23.0,37.0,Committees,Financial Services Committee,"New York City trip, April 2006."
Pryce,01-7-36-06-07-0-1,23.0,38.0,Committees,Financial Services Committee,"Ohio's Foreclosure Crisis Roundtable, June 27, 2007."
Pryce,01-7-36-06-07-0-1,23.0,39.0,Committees,Financial Services Committee,"Press Releases, 2007."
Pryce,01-7-36-06-07-0-1,23.0,40.0,Committees,Financial Services Committee,"Real Estate Settlement Procedures Act, 1996-1997."
Pryce,01-7-36-06-07-0-1,23.0,41.0,Committees,Financial Services Committee,"Retirement Programs, penalty free withdrawal for adoption expenses, 1996-1997."
Pryce,01-7-36-06-07-0-1,23.0,42.0,Committees,Financial Services Committee,"Securities and Exchange Commission, 2007-2008."
Pryce,01-7-36-06-07-0-1,23.0,43.0,Committees,Financial Services Committee,"Small Business Tax Fairness Act, H.R. 3832, 2000."
Pryce,01-7-36-06-07-0-1,23.0,44.0,Committees,Financial Services Committee,"Speeches by Deborah Pryce, floor, 2007."
Pryce,01-7-36-06-07-0-1,23.0,45.0,Committees,Financial Services Committee,"Speeches by Deborah Pryce, to groups, 2004-2007."
Pryce,01-7-36-06-07-0-1,23.0,46.0,Committees,Financial Services Committee,"Subprime Lending Reform Legislation, 2007."
Pryce,01-7-36-06-07-0-1,23.0,47.0,Committees,Financial Services Committee,"Terrorism Reinsurance, 2005."
Pryce,01-7-36-06-07-0-1,23.0,48.0,Committees,Financial Services Committee,"Terrorism Risk Insurance Revision and Extension Act, H.R. 2761, 2007."
Pryce,01-7-36-06-07-0-1,23.0,49.0,Committees,Financial Services Committee,"Terrorism Risk Insurance Revision and Extension Act, H.R. 2761, hearing, July 24, 2007."
Pryce,01-7-36-06-08-0-1,23.0,50.0,Committees,Financial Services Committee,"Veterans Issues, 2003."
Pryce,01-7-36-06-08-0-1,23.0,51.0,Committees,Financial Services Committee,"World Trade Organization, 2005."
Pryce,01-7-36-06-08-0-1,23.0,52.0,Committees,Financial Services Committee,"Zoological Information Management System project, 2004-2005."
Pryce,01-7-36-06-08-0-1,24.0,1.0,Committees,Financial Services Committee,"Whitewater Hearings, briefing book, April Breslaw, 1994."
Pryce,01-7-36-06-08-0-1,24.0,2.0,Committees,Financial Services Committee,"Whitewater Hearings, briefing book, April Breslaw, Deborah Pryce's notes and related documents from, 1994."
Pryce,01-7-36-06-08-0-1,24.0,3.0,Committees,Financial Services Committee,"Whitewater Hearings, briefing book, Jean Hanson, part 1, 1994."
Pryce,01-7-36-06-08-0-1,24.0,4.0,Committees,Financial Services Committee,"Whitewater Hearings, briefing book, Jean Hanson, part 2, 1994."
Pryce,01-7-36-06-08-0-1,24.0,5.0,Committees,Financial Services Committee,"Whitewater Hearings, briefing book, Vincent W. Foster, Jr., part 1, 1994."
Pryce,01-7-36-06-08-0-1,24.0,6.0,Committees,Financial Services Committee,"Whitewater Hearings, briefing book, Vincent W. Foster, Jr., part 2, 1994."
Pryce,01-7-36-06-08-0-1,24.0,7.0,Committees,Financial Services Committee,"Whitewater Hearings, briefing book, general, 1994."
Pryce,01-7-36-06-08-0-1,24.0,8.0,Committees,Financial Services Committee,"Whitewater Hearings, Altman, Roger, 1994."
Pryce,01-7-36-06-08-0-1,24.0,9.0,Committees,Financial Services Committee,"Whitewater Hearings, Bentsen, Lloyd, 1994."
Pryce,01-7-36-06-08-0-1,24.0,10.0,Committees,Financial Services Committee,"Whitewater Hearings, Breslaw, April, 1994."
Pryce,01-7-36-06-08-0-1,24.0,11.0,Committees,Financial Services Committee,"Whitewater Hearings, Clinton Defense Fund, July - December 1994."
Pryce,01-7-36-06-08-0-1,24.0,12.0,Committees,Financial Services Committee,"Whitewater Hearings, Clinton Defense Fund, background materials."
Pryce,01-7-36-06-08-0-1,24.0,13.0,Committees,Financial Services Committee,"Whitewater Hearings, Clinton Defense Fund, Judicial Watch lawsuit, 1994."
Pryce,01-7-36-06-08-0-1,24.0,14.0,Committees,Financial Services Committee,"Whitewater Hearings, Clinton Defense Fund, Pryce-Cox letter concerning, July - September 1994."
Pryce,01-7-36-06-08-0-1,24.0,15.0,Committees,Financial Services Committee,"Whitewater Hearings, correspondence, memoranda, and related documents, March - August 1994."
Pryce,01-7-36-06-08-0-1,24.0,16.0,Committees,Financial Services Committee,"Whitewater Hearings, Cutler, Lloyd, July 1994."
Pryce,01-7-36-06-08-0-1,24.0,17.0,Committees,Financial Services Committee,"Whitewater Hearings, Deborah Pryce's statements, 1994."
Pryce,01-7-36-06-08-0-1,24.0,18.0,Committees,Financial Services Committee,"Whitewater Hearings, ethics, Executive Branch, background materials on."
Pryce,01-7-36-06-08-0-1,24.0,19.0,Committees,Financial Services Committee,"Whitewater Hearings, general file for July 24, 1994 hearing, Deborah Pryce's notes and related documents."
Pryce,01-7-36-06-08-0-1,24.0,20.0,Committees,Financial Services Committee,"Whitewater Hearings, general file for July 26, 1994 hearing, Deborah Pryce's notes."
Pryce,01-7-36-06-08-0-1,24.0,21.0,Committees,Financial Services Committee,"Whitewater Hearings, general file for July 26, 1994 hearing, Jean Hanson documents."
Pryce,01-7-36-06-08-0-1,24.0,22.0,Committees,Financial Services Committee,"Whitewater Hearings, general file for July 26, 1994 hearing, Lloyd Cutler documents."
Pryce,01-7-36-06-08-0-1,24.0,23.0,Committees,Financial Services Committee,"Whitewater Hearings, general file for July 26, 1994 hearing, Margaret Williams documents."
Pryce,01-7-36-06-08-0-1,24.0,24.0,Committees,Financial Services Committee,"Whitewater Hearings, Gonzalez, Henry, June - August 1994."
Pryce,01-7-36-06-08-0-1,24.0,25.0,Committees,Financial Services Committee,"Whitewater Hearings, Hanson, Jean, July - August 1994."
Pryce,01-7-36-06-08-0-1,24.0,26.0,Committees,Financial Services Committee,"Whitewater Hearings, joint statement on March 1, 1994 memorandum, July 29, 1994."
Pryce,01-7-36-06-08-0-1,24.0,27.0,Committees,Financial Services Committee,"Whitewater Hearings, Lewis, Jean, 1994."
Pryce,01-7-36-06-08-0-1,24.0,28.0,Committees,Financial Services Committee,"Whitewater Hearings, minority staff memoranda, July - August 1994."
Pryce,01-7-36-07-01-5-1,24.1,1.0,Committees,Financial Services Committee,"Whitewater Hearings, newspaper clippings, July - September 1994."
Pryce,01-7-36-07-01-5-1,24.1,2.0,Committees,Financial Services Committee,"Whitewater Hearings, ""Report of the Independent Counsel In Re Vincent W. Foster, Jr.,"" June 30, 1994."
Pryce,01-7-36-07-01-5-1,24.1,3.0,Committees,Financial Services Committee,"Whitewater Hearings, Steiner, Joshua, 1994."
Pryce,01-7-36-07-01-5-1,24.1,4.0,Committees,Financial Services Committee,"Whitewater Hearings, testimony, July 28, 1994."
Pryce,01-7-36-07-01-5-1,24.1,5.0,Committees,Financial Services Committee,"Whitewater Hearings, testimony, August 5, 1994."
Pryce,01-7-36-07-01-5-1,24.1,6.0,Committees,Financial Services Committee,"Whitewater Hearings, Title V Request, July - August 1994."
Pryce,01-7-36-07-01-5-1,24.1,7.0,Committees,Financial Services Committee,"Whitewater Hearings, Treasury Department ethics and inspector general reports, July 31, 1994."
Pryce,01-7-36-07-01-5-1,24.1,8.0,Committees,Financial Services Committee,"Whitewater Hearings, Williams, Margaret, 1994."
Pryce,01-7-36-07-01-5-2,25.0,1.0,Committees,Government Operations Committee,"Correspondence and related documents, 1993."
Pryce,01-7-36-07-01-5-2,25.0,2.0,Committees,Government Operations Committee,"Correspondence and related documents, 1994."
Pryce,01-7-36-07-01-5-2,25.0,3.0,Committees,Government Operations Committee,"Federal Energy Regulatory Commission, Electricity Regulation Program, hearing on, August 1993."
Pryce,01-7-36-07-01-5-2,25.0,4.0,Committees,Government Operations Committee,"Health Security Act, H.R. 3600, 1994."
Pryce,01-7-36-07-01-5-2,25.0,5.0,Committees,Government Operations Committee,"National Performance Review hearing, October 1993."
Pryce,01-7-36-07-01-5-2,25.0,6.0,Committees,Government Operations Committee,"Report, ""Criminal Aliens: A Federal Responsibility and a State and Local Burden,"" July 1994."
Pryce,01-7-36-07-01-5-2,25.0,7.0,Committees,Government Operations Committee,"Superfund Issues, H.R. 3800, hearing on, 1994."
Pryce,01-7-36-07-01-5-2,25.0,8.0,Committees,Rules Committee,"Amtrak Reform and Reauthorization Act, H.R. 2247, 1997."
Pryce,01-7-36-07-01-5-2,25.0,9.0,Committees,Rules Committee,"Assault Weapons Ban Repeal, H.R. 125, 1996."
Pryce,01-7-36-07-02-0-1,26.0,1.0,Committees,Rules Committee,"Balanced Budget Constitutional Amendment, H.J.Res. 1, 1995."
Pryce,01-7-36-07-02-0-1,26.0,2.0,Committees,Rules Committee,"Budget Resolution for FY96, H.Con.Res. 67, 1995."
Pryce,01-7-36-07-02-0-1,26.0,3.0,Committees,Rules Committee,"Child Abuse Prevention and Enforcement (CAPE) Act, H.R. 764, 1999."
Pryce,01-7-36-07-02-0-1,26.0,4.0,Committees,Rules Committee,"Child Protection Act, H.R. 3494, 1998."
Pryce,01-7-36-07-02-0-1,26.0,5.0,Committees,Rules Committee,"China Most-Favored-Nation Trading Status, H.J.Res. 79, 1997."
Pryce,01-7-36-07-02-0-1,26.0,6.0,Committees,Rules Committee,"Civil Asset Forfeiture Reform Act, H.R. 1658, 1999."
Pryce,01-7-36-07-02-0-1,26.0,7.0,Committees,Rules Committee,"Commerce, Justice, State Appropriations for FY97, H.R. 3814, 1996."
Pryce,01-7-36-07-02-0-1,26.0,8.0,Committees,Rules Committee,"Committee Organization and Procedures, briefing book on, 2001-2002."
Pryce,01-7-36-07-02-0-1,26.0,9.0,Committees,Rules Committee,"Committee Retreat, January 19, 1999."
Pryce,01-7-36-07-02-0-1,26.0,10.0,Committees,Rules Committee,"Common Sense Legal Standards Reform Act, H.R. 956/H.R. 1075, 1995."
Pryce,01-7-36-07-02-0-1,26.0,11.0,Committees,Rules Committee,"Educational Flexibility Partnership Act, H.R. 800, 1999."
Pryce,01-7-36-07-02-0-1,26.0,12.0,Committees,Rules Committee,"Educational Flexibility Partnership Act, H.R. 800, conference report, 1999."
Pryce,01-7-36-07-02-0-1,26.0,13.0,Committees,Rules Committee,"Energy and Water Development Appropriations for FY99, H.R. 4060, 1998."
Pryce,01-7-36-07-02-0-1,26.0,14.0,Committees,Rules Committee,"Fathers Count Act, H.R. 3073, 1999."
Pryce,01-7-36-07-02-0-1,26.0,15.0,Committees,Rules Committee,"Financial Freedom Act, H.R. 2488, 1999."
Pryce,01-7-36-07-02-0-1,26.0,16.0,Committees,Rules Committee,"Financial Services Act, H.R. 10, 1998."
Pryce,01-7-36-07-02-0-1,26.0,17.0,Committees,Rules Committee,"Financial Services Act, H.R. 10, 1999."
Pryce,01-7-36-07-02-0-1,26.0,18.0,Committees,Rules Committee,"Floor Statements by Deborah Pryce, 1998."
Pryce,01-7-36-07-02-0-1,26.0,19.0,Committees,Rules Committee,"Floor Statements by Deborah Pryce, 2000."
Pryce,01-7-36-07-02-0-1,26.0,20.0,Committees,Rules Committee,"Floor Statements by Deborah Pryce, March - June 2001."
Pryce,01-7-36-07-03-0-1,27.0,1.0,Committees,Rules Committee,"Floor Statements by Deborah Pryce, July - December 2001."
Pryce,01-7-36-07-03-0-1,27.0,2.0,Committees,Rules Committee,"Floor Statements by Deborah Pryce, 2002."
Pryce,01-7-36-07-03-0-1,27.0,3.0,Committees,Rules Committee,"Floor Statements by Deborah Pryce, 2003."
Pryce,01-7-36-07-03-0-1,27.0,4.0,Committees,Rules Committee,"Floor Statements by Deborah Pryce, no date."
Pryce,01-7-36-07-03-0-1,27.0,5.0,Committees,Rules Committee,"Foster Care Independence Act, H.R. 1802, 1999."
Pryce,01-7-36-07-03-0-1,27.0,6.0,Committees,Rules Committee,"Government Performance and Results Act, H.R. 2883, 1998."
Pryce,01-7-36-07-03-0-1,27.0,7.0,Committees,Rules Committee,"Hearings, ""Biennial Budgeting,"" February - March 2000."
Pryce,01-7-36-07-03-0-1,27.0,8.0,Committees,Rules Committee,"Hearings, ""Building on Change: Preparing for the 105th Congress,"" July 17, 1996."
Pryce,01-7-36-07-03-0-1,27.0,9.0,Committees,Rules Committee,"Hearings, ""Building on Change: Preparing for the 105th Congress,"" July 24, 1996."
Pryce,01-7-36-07-03-0-1,27.0,10.0,Committees,Rules Committee,"Hearings, ""Building on Change: Preparing for the 105th Congress,"" September 12, 1996."
Pryce,01-7-36-07-03-0-1,27.0,11.0,Committees,Rules Committee,"Hearings, ""Extension of Fast Track Trade Negotiating Authority,"" May 1995."
Pryce,01-7-36-07-03-0-1,27.0,12.0,Committees,Rules Committee,"Hearings, ""Impact of Executive Orders on the Legislative Process: Executive Lawmaking?"" October 27, 1999."
Pryce,01-7-36-07-03-0-1,27.0,13.0,Committees,Rules Committee,"Hearings, ""Mandates Information Act of 1999,"" H.R. 350, February 2, 1999."
Pryce,01-7-36-07-03-0-1,27.0,14.0,Committees,Rules Committee,"Hearings, ""Proposals from the 2nd Bipartisan Congressional Retreat,"" April 1999."
Pryce,01-7-36-07-03-0-1,27.0,15.0,Committees,Rules Committee,"Helping Empower Low-income Parents (HELP) Scholarships Act, H.R. 2746, 1997."
Pryce,01-7-36-07-03-0-1,27.0,16.0,Committees,Rules Committee,"Interior and Related Agencies Appropriations for FY96, H.R. 1977, 1995."
Pryce,01-7-36-07-03-0-1,27.0,17.0,Committees,Rules Committee,"Interior and Related Agencies Appropriations for FY96, H.R. 1977, conference, 1995"
Pryce,01-7-36-07-03-0-1,27.0,18.0,Committees,Rules Committee,"Interior and Related Agencies Appropriations for FY97, H.R. 3662, 1996."
Pryce,01-7-36-07-03-0-1,27.0,19.0,Committees,Rules Committee,"Labor, Health and Human Services and Education Appropriations for FY97, H.R. 3755, 1996."
Pryce,01-7-36-07-03-0-1,27.0,20.0,Committees,Rules Committee,"Legislative Branch Appropriations for FY00, H.R. 1905, 1999."
Pryce,01-7-36-07-03-0-1,27.0,21.0,Committees,Rules Committee,"Line Item Veto Act, H.R. 2, 1995."
Pryce,01-7-36-07-03-0-1,27.0,22.0,Committees,Rules Committee,"Mandates Information Act, H.R. 3534, 1998."
Pryce,01-7-36-07-03-0-1,27.0,23.0,Committees,Rules Committee,"Marriage Tax Penalty Relief Reconciliation Act, H.R. 4810, 2000."
Pryce,01-7-36-07-04-0-1,28.0,1.0,Committees,Rules Committee,"Medicare Select Program Extension, H.R. 483, 1995."
Pryce,01-7-36-07-04-0-1,28.0,2.0,Committees,Rules Committee,"Military Construction Appropriations for FY97, H.R. 3517, 1996."
Pryce,01-7-36-07-04-0-1,28.0,3.0,Committees,Rules Committee,"Ramseyer Rule, 1995."
Pryce,01-7-36-07-04-0-1,28.0,4.0,Committees,Rules Committee,"Ramseyer Rule, proposed requirement for conference reports, 1996."
Pryce,01-7-36-07-04-0-1,28.0,5.0,Committees,Rules Committee,"Recess Authority II and Waiver of 2/3 Rule, H.Res. 330, 1996."
Pryce,01-7-36-07-04-0-1,28.0,6.0,Committees,Rules Committee,"Recess Resolution, H.Res. 320, 1995."
Pryce,01-7-36-07-04-0-1,28.0,7.0,Committees,Rules Committee,"Reciprocal Trade Agreement Authorities Act (Fast-Track), H.R. 2621, 1997."
Pryce,01-7-36-07-04-0-1,28.0,8.0,Committees,Rules Committee,"Recodification of House Rules, 1997."
Pryce,01-7-36-07-04-0-1,28.0,9.0,Committees,Rules Committee,"Regulatory Reform and Relief Act, H.R. 926, 1995."
Pryce,01-7-36-07-04-0-1,28.0,10.0,Committees,Rules Committee,"Self-Employed Health Care Tax Deduction, H.R. 831, 1995."
Pryce,01-7-36-07-04-0-1,28.0,11.0,Committees,Rules Committee,"Small Business Job Protection Act, H.R. 3448, 1996."
Pryce,01-7-36-07-04-0-1,28.0,12.0,Committees,Rules Committee,"Special Investigative Authorities for Government Reform Committee, H.Res. 167, 1997."
Pryce,01-7-36-07-04-0-1,28.0,13.0,Committees,Rules Committee,"Starr Report Release, H.Res 525, 1998."
Pryce,01-7-36-07-04-0-1,28.0,14.0,Committees,Rules Committee,"Tax Limitation Constitutional Amendment, H.J.Res. 111, 1998"
Pryce,01-7-36-07-04-0-1,28.0,15.0,Committees,Rules Committee,"Term Limit Constitutional Amendment, H.J.Res. 73, 1995."
Pryce,01-7-36-07-04-0-1,28.0,16.0,Committees,Rules Committee,"Term Limit Constitutional Amendment, H.Res. 47/H.J.Res. 2, 1997."
Pryce,01-7-36-07-04-0-1,28.0,17.0,Committees,Rules Committee,"Terrorism Prevention Act, H.R. 2703, 1995-1997."
Pryce,01-7-36-07-04-0-1,28.0,18.0,Committees,Rules Committee,"Terrorism Prevention Act, H.R. 2703, conference, 1996."
Pryce,01-7-36-07-04-0-1,28.0,19.0,Committees,Rules Committee,"Tropical Forest Conservation Act, H.Res. 388, 1998."
Pryce,01-7-36-07-04-0-1,28.0,20.0,Committees,Rules Committee,"Unfunded Mandate Reform Act, H.R. 5, conference, 1995."
Pryce,01-7-36-07-04-0-1,28.0,21.0,Committees,Rules Committee,"Unfunded Mandate Reform Act, H.R. 5, floor activity, 1995."
Pryce,01-7-36-07-04-0-1,28.0,22.0,Committees,Rules Committee,"Unfunded Mandate Reform Act, H.R. 5, full committee hearing, 1995."
Pryce,01-7-36-07-04-0-1,28.0,23.0,Committees,Rules Committee,"Violent Criminal Incarceration Act, H.R. 667, 1995."
Pryce,01-7-36-07-04-0-1,28.0,24.0,Committees,Rules Committee,"Victim Restitution Act, H.R. 665, 1995."
Pryce,01-7-36-07-04-0-1,28.0,25.0,Committees,Rules Committee,"Welfare Reform, H.R. 4, rule hearing, 1995."
Pryce,01-7-36-07-04-0-1,28.0,26.0,Committees,Rules Committee,"Welfare Reform, H.R. 4, rule mark-up, 1995."
Pryce,01-7-36-07-04-0-1,28.0,27.0,Committees,Rules Committee,"Welfare Reform, H.R. 3734, 1996."
Pryce,01-7-36-07-04-0-1,28.0,28.0,Committees,Rules Committee,"Wireless Telephone Protection Act, H.R. 2460, 1998."
Pryce,01-7-36-07-04-0-1,28.0,29.0,Committees,Rules Committee,"Wisconsin Welfare Plan Waivers Bill, H.R. 3562, 1996."
Pryce,01-7-36-07-04-0-1,28.0,30.0,Committees,Rules Committee,"Working Families Flexibility Act, H.R. 2391, 1996."
