Collectionq,Location,Box,Folder,Series,Subseries,Description
Pryce,01-7-36-13-03-0-1,60.0,3.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Citizens Against Refuge Proposal, 1999-2002."
Pryce,01-7-36-13-03-0-1,60.0,4.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), City of Columbus, 2000."
Pryce,01-7-36-13-03-0-1,60.0,5.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), constituent correspondence, 1999-2001."
Pryce,01-7-36-13-03-0-1,60.0,6.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Darby Creek Association, 1999-2002."
Pryce,01-7-36-13-03-0-1,60.0,7.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Madison County Commissioners, 1999-2001."
Pryce,01-7-36-13-03-0-1,60.0,8.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), maps, no date."
Pryce,01-7-36-13-03-0-1,60.0,9.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Mid-Ohio Regional Planning Commission, 1998-2000."
Pryce,01-7-36-13-03-0-1,60.0,10.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Nature Conservancy, 1999-2002."
Pryce,01-7-36-13-03-0-1,60.0,11.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), newspaper clippings, 1999-2002."
Pryce,01-7-36-13-03-0-1,60.0,12.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Ohio farm organizations, 1999-2002."
Pryce,01-7-36-13-03-0-1,60.0,13.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Ohio Senate Concurrent Resolution 28, 2000."
Pryce,01-7-36-13-03-0-1,60.0,14.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Ohio state government agencies, 1999-2004."
Pryce,01-7-36-13-03-0-1,60.0,15.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Ohio State University, 1999-2000."
Pryce,01-7-36-13-03-0-1,60.0,16.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Operation Future Association, 1999."
Pryce,01-7-36-13-03-0-1,60.0,17.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Stewards of the Darby, 1999-2001."
Pryce,01-7-36-13-03-0-1,60.0,18.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Union County Commissioners, 2000-2001."
Pryce,01-7-36-13-03-0-1,60.0,19.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), U.S. Fish and Wildlife Service, 1998-1999."
Pryce,01-7-36-13-03-0-1,60.0,20.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), U.S. Fish and Wildlife Service, 2000-2002."
Pryce,01-7-36-13-03-0-1,60.0,21.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), U.S. Fish and Wildlife Service, request of an environmental impact statement from, June 2000."
Pryce,01-7-36-13-03-0-1,60.0,22.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Widener, State Representative Christopher R., 2000."
Pryce,01-7-36-13-03-0-1,60.0,23.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Citizens Against Refuge Proposal, ""Comments,"" January 2000."
Pryce,01-7-36-13-03-0-1,60.0,24.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Citizens Against Refuge Proposal, ""Comments,"" September 2000."
Pryce,01-7-36-13-03-0-1,60.0,25.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, ""Madison County, Ohio, Comprehensive Plan,"" February 2000."
Pryce,01-7-36-13-03-0-1,60.0,26.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Madison County Farmland Preservation Task Force, ""Farmland Preservation Plan,"" circa 2000."
Pryce,01-7-36-13-03-0-1,60.0,27.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, National Center for Public Policy Research, ""2000 National Directory of Environmental and Regulatory Victims."""
Pryce,01-7-36-13-03-0-1,60.0,28.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Ohio Environmental Protection Agency, ""Biological and Water Quality Study of the Big Darby Creek Watershed 2001/2002."""
Pryce,01-7-36-13-05-0-1,61.0,1.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Ohio Environmental Protection Agency, ""Biological and Water Quality Study of the Big Darby Creek Watershed 2001/2002, Section B, Detailed Discussion of Findings by Data Type."""
Pryce,01-7-36-13-05-0-1,61.0,2.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Ohio Environmental Protection Agency, ""Biological and Water Quality Study of the Big Darby Creek Watershed 2001/2002, Section C, Appendices."""
Pryce,01-7-36-13-05-0-1,61.0,3.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Stewards of the Darby, ""Citizens' Opposition Report to the Proposed Little Darby National Wildlife Refuge Draft Environmental Assessment,"" part 1, January 2000."
Pryce,01-7-36-13-05-0-1,61.0,4.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Stewards of the Darby, ""Citizens' Opposition Report to the Proposed Little Darby National Wildlife Refuge Draft Environmental Assessment,"" part 2, January 2000."
Pryce,01-7-36-13-05-0-1,61.0,5.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Stewards of the Darby, ""Citizens' Opposition Report to the Proposed Little Darby National Wildlife Refuge Draft Environmental Assessment,"" part 3, January 2000."
Pryce,01-7-36-13-05-0-1,61.0,6.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, Stewards of the Darby, ""Inaccuracies and Errors of the U.S. Fish and Wildlife Service Draft Assessment,"" January 2000."
Pryce,01-7-36-13-05-0-1,61.0,7.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, U.S. Army Corps of Engineers, ""Detailed Project Report and Environmental Assessment, Upper Big Darby Creek Aquatic Ecosystem Restoration Project, Logan and Union Counties, Ohio,"" September 2003."
Pryce,01-7-36-13-05-0-1,61.0,8.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, U.S. Fish and Wildlife Service, ""Draft Environmental Assessment, Little Darby National Wildlife Refuge,"" November 1999."
Pryce,01-7-36-13-05-0-1,61.0,9.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, U.S. Fish and Wildlife Service, ""Draft Environmental Impact Statement for Little Darby National Wildlife Refuge,"" July 2000."
Pryce,01-7-36-13-05-0-1,61.0,10.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, U.S. Fish and Wildlife Service, ""Draft Environmental Impact Statement for Little Darby National Wildlife Refuge,"" summary, July 2000."
Pryce,01-7-36-13-05-0-1,61.0,11.0,District Affairs,Projects,"Little Darby National Wildlife Refuge (proposed), Reports, U.S. Fish and Wildlife Service, ""Little Darby Creek: Conservation Through Local Initiatives, Final Report,"" August 2002."
Pryce,01-7-36-13-05-0-1,61.0,12.0,District Affairs,Projects,"Main Street Business Association, 2001."
Pryce,01-7-36-13-05-0-1,61.0,13.0,District Affairs,Projects,"Motts Military Museum, 1994."
Pryce,01-7-36-13-05-0-1,61.0,14.0,District Affairs,Projects,"Mount Sterling, Ohio, telephone service issue, 1999."
Pryce,01-7-36-13-05-0-1,61.0,15.0,District Affairs,Projects,"National Road (U.S. 40), National Scenic Byway designation, 2000."
Pryce,01-7-36-13-05-0-1,61.0,16.0,District Affairs,Projects,"North American Truck Groupe, 1997."
Pryce,01-7-36-13-05-0-1,61.0,17.0,District Affairs,Projects,"Ohio State University, airport expansion, 2000-2008."
Pryce,01-7-36-13-05-0-1,61.0,18.0,District Affairs,Projects,"Ohio State University, Center of Excellence in Airworthiness Assurance, 1997."
Pryce,01-7-36-13-05-0-1,61.0,19.0,District Affairs,Projects,"Ohio State University, John Glenn Institute for Public Service and Public Policy, 1998-1999."
Pryce,01-7-36-13-05-0-1,61.0,20.0,District Affairs,Projects,"Rickenbacker, Eddie, boyhood home, 1997."
Pryce,01-7-36-13-05-0-1,61.0,21.0,District Affairs,Projects,"State Route 315, ramps to Ohio State University Medical Center, 2001."
Pryce,01-7-36-13-05-0-1,61.0,22.0,District Affairs,Projects,"Tibbets, Paul, Medal of Honor for, 2001-2004."
Pryce,01-7-36-13-05-0-1,61.0,23.0,District Affairs,Projects,"Veterans Projects, general file, 1995-2006."
Pryce,01-7-36-13-06-0-1,62.0,1.0,District Affairs,Transportation,"Air Transportation Safety and Stabilization Act, 2001."
