Collectionq,Location,Box,Folder,Series,Subseries,Description
Pryce,01-7-36-08-02-0-1,33.0,23.0,Leadership,House Republican Conference,"Retreats, Bipartisan Congressional Retreat, March 9-11, 2001."
Pryce,01-7-36-08-02-0-1,33.0,24.0,Leadership,House Republican Conference,"Slide Show, ""Clear Choices, No Excuses: Thinking Like a New Majority,"" 2006."
Pryce,01-7-36-08-02-0-1,33.0,25.0,Leadership,House Republican Conference,"Survey on Conference Resources and Services, no date."
Pryce,01-7-36-08-02-0-1,33.0,26.0,Leadership,House Republican Conference,"Transition and Planning (for Deborah Pryce as Conference Chair), 2002-2003."
Pryce,01-7-36-08-03-5-1,34.0,1.0,Leadership,House Republican Conference,"Conference Rules, 107th Congress, 2001-2002.  CLOSED UNTIL JANUARY 1, 2031."
Pryce,01-7-36-08-03-5-1,34.0,2.0,Leadership,House Republican Conference,"Conference Rules, 108th Congress, 2003-2004.  CLOSED UNTIL JANUARY 1, 2033."
Pryce,01-7-36-08-03-5-1,34.0,3.0,Leadership,House Republican Conference,"Conference Rules, 109th Congress, 2005-2006.  CLOSED UNTIL JANUARY 1, 2035."
Pryce,01-7-36-08-03-5-1,34.0,4.0,Leadership,House Republican Conference,"Meeting Minutes, 1998.  CLOSED UNTIL JANUARY 1, 2028."
Pryce,01-7-36-08-03-5-1,34.0,5.0,Leadership,House Republican Conference,"Meeting Minutes, January - June 1999.  CLOSED UNTIL JANUARY 1, 2029."
Pryce,01-7-36-08-03-5-1,34.0,6.0,Leadership,House Republican Conference,"Meeting Minutes, July - November 1999.  CLOSED UNTIL JANUARY 1, 2029."
Pryce,01-7-36-08-03-5-1,34.0,7.0,Leadership,House Republican Conference,"Meeting Minutes, 2000.  CLOSED UNTIL JANUARY 1, 2030."
Pryce,01-7-36-08-03-5-1,34.0,8.0,Leadership,House Republican Conference,"Notes from ""member listening sessions"", November 2005.  CLOSED UNTIL JANUARY 1, 2035."
Pryce,01-7-36-08-03-5-1,34.0,9.0,Leadership,House Republican Conference,"Organizational Meeting, November 14, 2002.  CLOSED UNTIL JANUARY 1, 2032."
Pryce,01-7-36-08-03-5-1,34.0,10.0,Leadership,House Republican Conference,"Organizational Meeting, January 8, 2003.  CLOSED UNTIL JANUARY 1, 2033."
Pryce,01-7-36-08-03-5-1,34.0,11.0,Leadership,House Republican Conference,"Organizational Meeting, January 28, 2003.  CLOSED UNTIL JANUARY 1, 2033."
Pryce,01-7-36-08-03-5-1,34.0,12.0,Leadership,House Republican Conference,"Organizational Meeting, November 16, 2004.  CLOSED UNTIL JANUARY 1, 2034."
Pryce,01-7-36-08-03-5-1,34.0,13.0,Leadership,House Republican Conference,"Organizational Meeting, November 17, 2004.  CLOSED UNTIL JANUARY 1, 2034."
Pryce,01-7-36-08-03-5-1,34.0,14.0,Leadership,House Republican Conference,"Retreats, Bicameral Republican Members Retreat, break-out sessions notes, January 30, 2004.  CLOSED UNTIL JANUARY 1, 2034."
Pryce,01-7-36-08-04-0-1,35.0,1.0,Leadership,Republican National Conventions,1996 Convention - Arrangements materials.
Pryce,01-7-36-08-04-0-1,35.0,2.0,Leadership,Republican National Conventions,"1996 Convention - Briefing Book, general information."
Pryce,01-7-36-08-04-0-1,35.0,3.0,Leadership,Republican National Conventions,"1996 Convention - Briefing Book, issues and talking points."
Pryce,01-7-36-08-04-0-1,35.0,4.0,Leadership,Republican National Conventions,1996 Convention - Calendars of events.
Pryce,01-7-36-08-04-0-1,35.0,5.0,Leadership,Republican National Conventions,1996 Convention - Media materials.
Pryce,01-7-36-08-04-0-1,35.0,6.0,Leadership,Republican National Conventions,1996 Convention - National Republican Congressional Committee correspondence.
Pryce,01-7-36-08-04-0-1,35.0,7.0,Leadership,Republican National Conventions,1996 Convention - Ohio Republican Party.
Pryce,01-7-36-08-04-0-1,35.0,8.0,Leadership,Republican National Conventions,2000 Convention - Americans for a Republican Majority.
Pryce,01-7-36-08-04-0-1,35.0,9.0,Leadership,Republican National Conventions,2000 Convention - Briefing Book for Republican Members of the U.S. House of Representatives.
Pryce,01-7-36-08-04-0-1,35.0,10.0,Leadership,Republican National Conventions,"2000 Convention - Calendar, Deborah Pryce's schedule for July 30th."
Pryce,01-7-36-08-04-0-1,35.0,11.0,Leadership,Republican National Conventions,"2000 Convention - Calendar, Deborah Pryce's schedule for July 31st."
Pryce,01-7-36-08-04-0-1,35.0,12.0,Leadership,Republican National Conventions,"2000 Convention - Calendar, Deborah Pryce's schedule for August 1st."
Pryce,01-7-36-08-04-0-1,35.0,13.0,Leadership,Republican National Conventions,"2000 Convention - Calendar, Deborah Pryce's schedule for August 2nd."
Pryce,01-7-36-08-04-0-1,35.0,14.0,Leadership,Republican National Conventions,"2000 Convention - Calendar, Deborah Pryce's schedule for August 3rd."
Pryce,01-7-36-08-04-0-1,35.0,15.0,Leadership,Republican National Conventions,2000 Convention - General information.
Pryce,01-7-36-08-04-0-1,35.0,16.0,Leadership,Republican National Conventions,2000 Convention - National Republican Congressional Committee information.
Pryce,01-7-36-08-04-0-1,35.0,17.0,Leadership,Republican National Conventions,2000 Convention - Ohio Republican Party.
Pryce,01-7-36-08-04-0-1,35.0,18.0,Leadership,Republican National Conventions,2000 Convention - Republican National Committee information.
Pryce,01-7-36-08-04-0-1,35.0,19.0,Leadership,Republican National Conventions,2000 Convention - Republican Women in Congress event.
Pryce,01-7-36-08-04-0-1,35.0,20.0,Leadership,Republican National Conventions,"2004 Convention - Briefing Book, Deborah Pryce's daily schedules and general information."
Pryce,01-7-36-08-04-0-1,35.0,21.0,Leadership,Republican National Conventions,2004 Convention - Briefing Book for Republican Members of Congress.
Pryce,01-7-36-08-04-0-1,35.0,22.0,Leadership,Republican National Conventions,2004 Convention - Fannie Mae Salutes the Ladies of the GOP event.
Pryce,01-7-36-08-04-0-1,35.0,23.0,Leadership,Republican National Conventions,2004 Convention - General information.
Pryce,01-7-36-08-04-0-1,35.0,24.0,Leadership,Republican National Conventions,"2004 Convention - Invitations to events, August 29th."
Pryce,01-7-36-08-04-0-1,35.0,25.0,Leadership,Republican National Conventions,"2004 Convention - Invitations to events, August 30th."
Pryce,01-7-36-08-04-0-1,35.0,26.0,Leadership,Republican National Conventions,"2004 Convention - Invitations to events, August 31st."
Pryce,01-7-36-08-04-0-1,35.0,27.0,Leadership,Republican National Conventions,"2004 Convention - Invitations to events, September 1st."
Pryce,01-7-36-08-04-0-1,35.0,28.0,Leadership,Republican National Conventions,"2004 Convention - Invitations to events, September 2nd."
Pryce,01-7-36-08-04-0-1,35.0,29.0,Leadership,Republican National Conventions,2004 Convention - Ohio Delegation schedule.
Pryce,01-7-36-08-04-0-1,35.0,30.0,Leadership,Republican National Conventions,2008 Convention - Calendar of events.
Pryce,01-7-36-08-04-0-1,35.0,31.0,Leadership,Republican National Conventions,"2008 Convention - Briefing Book, McCain Campaign."
Pryce,01-7-36-08-04-0-1,35.0,32.0,Leadership,Republican National Conventions,"2008 Convention - Briefing Book, Ohio Delegation."
Pryce,01-7-36-08-04-0-1,35.0,33.0,Leadership,Republican National Conventions,2008 Convention - General information.
Pryce,01-7-36-08-05-0-1,36.0,1.0,Leadership,Steering Committee,"General File, correspondence, memoranda, agendas and related documents, 1997-1998."
Pryce,01-7-36-08-05-0-1,36.0,2.0,Leadership,Steering Committee,"General File, correspondence, memoranda, agendas and related documents, 1999-2000."
Pryce,01-7-36-08-05-0-1,36.0,3.0,Leadership,Steering Committee,"General File, correspondence, memoranda, agendas and related documents, 2001-2002."
Pryce,01-7-36-08-05-0-1,36.0,4.0,Leadership,Steering Committee,"General File, correspondence, memoranda, agendas and related documents, 2005-2006."
Pryce,01-7-36-08-05-0-1,36.0,5.0,Leadership,Steering Committee,"Chairmanship Races, Appropriations Committee, 2004."
Pryce,01-7-36-08-05-0-1,36.0,6.0,Leadership,Steering Committee,"Chairmanship Races, Armed Services Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,7.0,Leadership,Steering Committee,"Chairmanship Races, Banking and Financial Services Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,8.0,Leadership,Steering Committee,"Chairmanship Races, Budget Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,9.0,Leadership,Steering Committee,"Chairmanship Races, Commerce Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,10.0,Leadership,Steering Committee,"Chairmanship Races, Education and Workforce Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,11.0,Leadership,Steering Committee,"Chairmanship Races, Education and Workforce Committee, 2006."
Pryce,01-7-36-08-05-0-1,36.0,12.0,Leadership,Steering Committee,"Chairmanship Races, Government Reform Committee, 2002."
Pryce,01-7-36-08-05-0-1,36.0,13.0,Leadership,Steering Committee,"Chairmanship Races, Homeland Security Committee, 2005."
Pryce,01-7-36-08-05-0-1,36.0,14.0,Leadership,Steering Committee,"Chairmanship Races, International Relations Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,15.0,Leadership,Steering Committee,"Chairmanship Races, Judiciary Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,16.0,Leadership,Steering Committee,"Chairmanship Races, Natural Resources Committee, 2002."
Pryce,01-7-36-08-05-0-1,36.0,17.0,Leadership,Steering Committee,"Chairmanship Races, Small Business Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,18.0,Leadership,Steering Committee,"Chairmanship Races, Veterans Affairs Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,19.0,Leadership,Steering Committee,"Chairmanship Races, Ways and Means Committee, 2000."
Pryce,01-7-36-08-05-0-1,36.0,20.0,Leadership,Steering Committee,"House Committee Structure Changes (proposed), 2000."
Pryce,01-7-36-08-05-0-1,36.0,21.0,Leadership,Steering Committee,"Member Committee Assignment Requests, Appropriations, 1997-1999."
Pryce,01-7-36-08-05-0-1,36.0,22.0,Leadership,Steering Committee,"Member Committee Assignment Requests, Appropriations, 2000-2001."
Pryce,01-7-36-08-05-0-1,36.0,23.0,Leadership,Steering Committee,"Member Committee Assignment Requests, Appropriations, 2002-2003."
