Collectionq,Location,Box,Folder,Series,Subseries,Description
Regula,01-7-33-09-01-0-1,98.0,29.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Lincoln Highway Study Act of 1999, H.R. 2570, background materials."
Regula,01-7-33-09-01-0-1,98.0,30.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Mount Union College Commendation for 2006 Division III Football National Championship, H.Res. 103."
Regula,01-7-33-09-01-0-1,98.0,31.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"National Center for Learning Science and Technology Trust Fund, H.R. 3631, 2007."
Regula,01-7-33-09-02-0-1,99.0,1.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"National Uniformity for Food Act of 2005, H.R. 4167."
Regula,01-7-33-09-02-0-1,99.0,2.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Ohio Motto, H.Res. 494, 2000."
Regula,01-7-33-09-02-0-1,99.0,3.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Protection of Lawful Commerce in Arms Act, H.R. 800, 2005."
Regula,01-7-33-09-02-0-1,99.0,4.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Religious Exemption from Photographic Identification Requirements of the Brady Law, 1999."
Regula,01-7-33-09-02-0-1,99.0,5.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Title X Reauthorization, H.R. 3090, amendment to, 1992."
Regula,01-7-33-09-02-0-1,99.0,6.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Training for Real-time Writers Act, H.R. 1687, 2007."
Regula,01-7-33-09-02-0-1,99.0,7.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Workplace Education Act of 1992, H.R. 5946."
Regula,01-7-33-09-02-0-1,99.0,8.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Workplace Education Act of 1993, H.R. 690."
Regula,01-7-33-09-02-0-1,99.0,9.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Workplace Education Act of 1993, H.R. 690, background materials."
Regula,01-7-33-09-02-0-1,99.0,10.0,Bills Sponsored/Co-sponsored,Bills Sponsored/Co-sponsored,"Workplace Education Act of 1993, H.R. 690, RR's speech to the Council on Competiveness, March 24, 1993."
